SA2_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
801081133,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,357,74,42,3,118,10,482,220,54,5,0,53,10,289,260,129,6,0,136,18,413,285,100,6,0,107,9,399,256,48,6,0,53,10,315,172,37,6,0,45,7,222,191,20,6,0,30,6,220,83,20,7,0,32,0,106,17,9,6,0,13,3,32,1839,490,87,10,583,67,2490,320,71,22,0,93,15,425,197,47,5,0,47,7,249,243,161,5,0,160,26,439,250,83,9,0,90,18,355,247,59,7,0,66,16,324,193,30,4,0,36,5,237,174,24,4,0,25,3,204,104,20,9,0,28,5,140,24,10,3,0,16,0,37,1753,488,70,5,557,94,2407,316,87,11,8,110,11,431,237,61,0,0,61,9,303,266,229,0,0,229,10,503,278,116,3,0,121,11,405,258,64,9,0,61,11,329,214,41,9,0,50,10,269,170,26,4,0,35,3,202,143,18,6,0,23,13,174,46,5,3,0
801091100,859,81,15,6,97,22,978,537,56,4,0,61,15,614,427,91,5,4,98,12,536,612,99,3,3,101,17,739,729,77,4,4,83,13,828,509,54,5,0,60,5,569,385,58,3,0,69,12,460,267,39,11,0,46,9,315,107,26,4,0,29,0,137,4427,577,53,12,641,108,5174,814,135,32,0,173,36,1023,489,66,8,0,72,17,577,378,122,3,3,126,24,524,549,113,3,0,114,29,699,675,103,3,0,106,33,812,526,50,6,0,58,28,616,360,45,3,0,54,19,436,287,48,13,0,62,25,375,130,18,9,0,27,11,167,4216,706,85,9,799,220,5234,893,141,25,11,178,20,1090,540,59,0,0,59,9,612,397,180,3,0,188,13,593,597,168,3,0,171,21,783,662,93,9,0,99,22,780,601,59,7,0,65,14,682,400,45,8,0,55,11,460,307,43,12,0,55,8,366,161,29,10,0
801091101,505,68,15,0,79,13,600,391,53,7,0,57,7,457,202,55,8,4,65,5,267,342,76,8,0,85,7,427,421,79,10,0,87,10,519,339,47,4,0,59,12,403,283,42,8,0,46,4,341,184,26,5,0,35,9,225,94,12,6,0,22,5,118,2759,465,64,4,535,72,3362,487,70,14,0,90,14,595,338,61,3,0,63,11,414,213,57,6,0,69,8,285,287,92,3,0,93,5,390,394,79,4,0,86,17,494,322,45,0,0,49,4,375,277,43,6,0,52,3,335,167,38,0,0,44,7,216,95,14,5,0,18,15,125,2583,503,55,0,554,93,3224,530,114,20,0,136,18,683,358,62,0,0,63,11,435,250,95,5,0,100,20,372,338,107,0,0,111,9,455,409,83,4,0,90,21,512,354,60,7,0,69,9,431,274,41,8,0,47,18,334,315,33,3,0,33,20,369,133,21,9,0
801091102,417,87,30,6,119,13,548,293,81,3,0,87,6,389,263,127,4,0,128,3,396,294,123,9,0,132,13,438,347,86,8,0,90,10,448,298,47,3,0,50,8,361,246,43,5,0,48,4,301,180,26,8,0,30,7,216,91,12,3,0,13,9,110,2429,620,76,4,702,68,3203,430,214,32,3,247,27,705,243,47,0,0,53,13,301,169,132,4,0,134,39,350,256,204,6,0,208,42,511,342,99,8,0,105,30,483,278,65,9,0,73,33,379,254,44,10,0,59,36,348,187,44,7,0,55,29,271,105,22,4,0,25,28,153,2273,866,80,6,951,276,3499,481,246,25,6,276,12,766,273,64,0,0,67,15,353,188,145,0,0,147,20,350,272,275,10,0,283,24,583,360,101,10,0,109,21,485,299,60,11,0,70,19,390,271,33,15,0,49,21,342,223,48,5,0,58,24,301,107,26,0,0
801091103,456,59,13,0,74,23,554,265,43,7,0,52,16,328,213,61,6,0,64,11,285,310,76,7,0,85,14,415,362,58,5,0,65,12,444,266,31,0,0,37,4,311,177,17,8,0,24,10,216,179,23,3,0,27,9,219,150,14,10,0,26,8,184,2389,398,59,4,457,108,2949,483,57,13,0,63,29,577,257,39,0,0,43,12,308,188,73,0,0,73,15,275,268,53,4,0,55,27,356,365,52,6,0,56,30,455,271,49,6,0,51,23,349,216,16,0,0,19,15,247,177,21,5,0,20,14,214,168,18,0,0,20,17,208,2393,372,43,5,413,183,2993,485,81,11,0,96,11,598,307,43,0,0,43,3,353,217,91,0,0,92,7,321,307,99,3,0,103,14,417,348,56,3,0,64,17,426,333,43,6,0,49,3,384,248,24,9,0,32,15,290,190,13,7,0,14,0,214,168,17,9,0
801091104,221,79,15,5,97,4,326,238,79,0,0,83,3,319,103,73,4,0,78,8,189,165,75,6,0,76,4,242,245,122,7,0,131,6,379,265,112,4,0,116,8,387,198,73,12,0,81,3,283,129,24,5,0,32,8,161,35,11,9,0,18,3,53,1597,640,64,4,710,47,2352,244,82,10,0,95,8,346,178,86,6,0,94,7,281,104,71,3,0,76,5,182,156,82,5,0,82,9,246,210,113,4,0,121,4,328,214,100,4,0,109,12,332,261,102,11,0,112,17,383,116,28,12,0,34,8,166,61,9,8,0,14,0,73,1540,678,61,7,743,61,2345,233,96,14,0,111,5,346,166,57,0,0,61,3,230,127,73,0,0,73,7,206,156,108,0,0,111,6,271,183,89,0,0,91,13,290,258,103,11,0,112,11,383,232,88,9,0,99,9,342,166,53,9,0,71,4,243,52,9,7,0
801091105,335,66,26,3,93,21,446,264,72,4,0,73,18,352,272,175,13,0,187,24,478,279,82,9,0,88,25,395,300,42,8,0,50,16,369,185,29,8,0,37,6,229,199,36,10,0,52,12,257,110,31,11,0,45,9,159,39,7,4,0,11,0,50,1965,541,89,6,638,128,2732,338,78,32,0,112,26,479,265,81,8,0,85,31,381,278,220,13,0,232,59,569,245,128,16,0,143,32,427,287,53,10,0,62,27,383,203,42,10,0,51,24,273,191,37,6,0,42,20,252,189,28,9,0,41,18,248,61,13,7,0,18,3,78,2062,669,117,6,793,237,3089,390,97,30,7,140,21,548,252,99,0,0,99,12,363,289,300,4,0,309,23,621,272,186,10,0,195,10,476,310,70,10,0,80,15,408,221,41,14,0,55,15,294,147,44,10,0,56,15,211,197,28,8,0,38,13,239,85,18,5,0
801091106,293,56,32,3,84,17,393,303,67,4,0,72,22,400,299,137,12,0,149,19,464,265,79,12,0,95,14,366,340,82,12,0,97,10,448,234,42,11,0,53,3,290,241,38,3,0,45,7,299,144,32,13,0,43,12,201,45,10,0,0,6,3,57,2175,543,91,7,641,113,2920,335,153,33,0,191,30,552,280,90,14,0,101,15,392,225,227,10,5,237,28,491,279,169,7,0,173,19,471,287,83,3,0,88,9,391,301,51,18,0,68,21,395,241,26,4,0,34,11,290,162,30,4,0,31,7,206,53,13,0,0,16,3,75,2166,840,102,5,946,139,3254,378,160,36,5,197,36,613,251,79,0,0,83,8,342,266,277,4,0,286,27,571,270,219,4,0,221,22,515,294,89,5,0,90,4,395,316,61,11,0,71,12,396,242,31,6,0,44,11,294,206,26,13,0,37,8,243,59,10,5,0
801091107,97,46,5,4,57,0,154,81,29,5,0,34,3,113,34,23,0,0,21,0,56,46,45,3,0,48,0,96,82,69,0,0,72,0,155,82,52,9,0,56,0,140,54,35,7,0,39,0,93,26,15,0,0,16,3,40,10,4,0,0,8,0,21,511,315,38,3,356,3,867,101,41,10,0,53,15,170,69,62,0,3,62,8,148,27,28,0,0,28,3,56,42,35,5,0,36,8,91,76,77,0,0,79,11,165,80,56,3,0,62,11,148,83,44,9,0,53,3,139,21,25,4,0,31,4,58,11,9,4,0,7,0,21,517,369,32,4,412,62,990,63,50,0,0,53,3,124,63,53,0,0,53,4,119,37,26,0,0,26,0,62,32,33,0,0,33,4,70,73,70,0,0,73,4,150,79,60,0,0,60,3,141,83,57,5,0,64,5,150,47,38,5,0,47,0,94,18,0,0,0
801091108,342,70,19,0,85,17,445,282,39,0,0,36,5,321,199,60,0,0,62,10,274,276,68,8,5,82,9,371,283,52,0,0,53,3,341,245,47,0,0,51,6,300,227,24,3,0,28,8,267,148,22,0,0,21,0,169,42,5,4,0,8,4,52,2042,388,38,9,437,69,2541,378,61,13,3,77,14,467,258,38,3,0,50,16,323,182,67,6,0,68,11,266,230,70,0,0,76,9,319,303,54,3,0,58,17,381,231,44,7,0,46,18,292,229,33,7,0,39,16,284,156,31,3,0,33,7,195,45,5,0,0,10,0,52,2020,404,37,11,447,117,2582,377,65,13,0,72,10,465,262,54,0,0,54,14,335,177,86,0,0,82,7,269,244,63,5,0,73,8,320,324,56,0,3,62,7,393,287,46,0,0,52,8,344,210,38,3,0,39,13,267,176,29,5,0,33,4,223,50,15,3,0
801091109,77,73,31,0,106,11,195,202,53,0,0,60,12,267,388,266,11,0,271,22,686,206,120,9,0,127,15,351,176,42,5,0,47,15,241,130,32,0,0,31,3,168,67,18,5,0,22,0,89,54,9,0,0,9,0,65,17,4,0,0,7,0,23,1319,612,60,6,676,88,2078,105,151,83,12,248,29,381,158,76,3,0,83,32,264,444,471,15,0,483,82,1013,221,262,17,0,278,36,529,179,66,15,0,79,20,282,139,35,15,0,51,25,219,114,16,4,0,22,8,145,49,9,0,0,9,6,67,26,7,0,0,7,3,38,1429,1100,149,15,1264,238,2935,268,181,76,28,283,23,579,375,181,4,0,181,25,582,912,866,21,4,891,72,1875,450,408,14,0,427,26,898,313,140,12,0,155,25,488,272,57,23,0,84,22,378,169,40,17,0,55,13,239,80,21,6,0,23,8,113,39,7,0,0
801091110,413,53,9,0,62,3,477,226,34,3,0,33,8,265,180,43,0,0,46,12,247,298,56,11,0,64,8,369,262,47,0,0,49,0,319,194,42,7,0,49,9,250,191,26,3,0,28,9,226,64,22,12,0,30,6,99,28,0,0,0,4,0,34,1853,330,39,3,369,59,2283,348,64,14,0,77,3,434,233,43,0,0,43,10,285,135,60,3,0,61,4,202,227,82,4,0,83,4,316,290,53,0,0,55,12,353,186,37,4,0,39,3,233,162,30,3,0,32,18,208,97,14,8,0,21,8,123,28,5,3,0,10,3,40,1706,389,40,5,430,73,2206,406,81,8,6,104,18,523,245,31,0,0,31,13,294,193,52,0,0,51,7,255,235,95,0,0,94,9,338,288,65,0,0,66,7,365,212,41,3,0,40,10,269,135,30,5,0,40,10,185,120,19,7,0,27,6,151,24,12,5,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,141,34,11,177,32,469,140,34,0,0,34,12,189,240,157,11,0,169,32,440,175,183,4,0,191,26,391,92,59,3,0,63,14,161,58,11,0,0,12,8,78,38,12,0,0,13,0,55,12,8,0,0,8,0,17,0,0,0,0,0,0,0,1007,599,58,11,673,130,1810,601,425,80,36,543,25,1172,329,199,3,0,197,21,552,645,557,12,0,571,43,1261,407,573,22,0,599,18,1031,232,205,13,0,214,12,460,122,59,32,0,94,7,223,65,33,14,0,47,8,113,19,8,9,0,13,0,39,7,3,4,0
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,249,38,15,304,13,724,161,84,0,0,87,10,256,369,274,9,0,280,15,664,263,371,17,0,391,20,668,126,105,6,0,111,7,245,79,35,14,0,47,0,129,33,11,13,0,26,0,60,5,6,6,0,7,0,15,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,297,144,26,3,173,32,507,246,71,0,0,69,22,330,631,190,9,0,201,86,916,281,186,5,3,194,35,510,155,80,7,0,86,14,250,101,30,7,0,35,16,156,55,6,11,0,14,5,67,14,3,0,0,3,3,21,0,0,0,0,0,0,0,1776,709,61,6,782,196,2755,444,253,39,11,301,25,770,290,125,3,0,127,10,424,595,358,3,0,362,52,1019,414,373,9,3,378,11,810,230,140,4,0,142,10,385,155,67,10,0,82,9,237,97,24,5,0,29,10,132,19,5,3,0,8,3,37,0,4,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,99,10,0,0,10,0,106,74,8,0,0,8,0,78,63,5,0,0,10,5,73,78,10,0,0,10,5,85,60,5,0,0,5,0,64,28,0,0,0,0,4,28,15,3,0,0,3,0,18,9,0,0,0,0,0,7,0,0,0,0,0,0,0,412,31,0,0,35,15,460,112,3,0,0,0,10,126,62,6,0,0,6,4,72,69,7,0,0,7,8,84,92,12,0,0,12,10,114,64,3,0,0,3,9,78,54,0,0,0,0,4,64,16,0,0,0,0,0,22,7,0,0,0,0,0,4,0,0,0,0,0,0,5,475,28,0,0,35,48,561,128,4,0,0,4,6,130,51,4,0,0,4,5,66,66,4,0,0,4,5,75,90,5,0,0,5,3,96,70,5,0,0,5,4,77,58,0,0,0,0,6,63,31,3,0,0,3,3,37,6,0,0,0,0,0,11,4,0,0,0
801111141,6,0,0,0,0,0,6,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,36,6,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,41,15,0,0,0,0,0,23,3,0,0,0,0,4,7,9,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,7,13,10,0,0,0,0,3,13,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,47,6,5,0,10,9,61,103,23,0,0,28,15,146,120,19,4,0,23,8,153,86,17,0,0,12,4,113,56,3,6,0,11,11,76,45,7,0,0,7,8,63,15,4,0,0,4,0,18,4,0,0,0,0,0,4,3,0,0,0,0,0,3,474,80,15,0,101,58,631,26,3,5,0,4,3,37,69,16,4,0,21,18,113,68,23,0,0,23,15,105,64,15,4,0,14,25,109,43,9,3,0,10,15,71,50,7,0,0,8,21,77,22,0,0,0,0,5,29,5,0,0,0,0,0,5,6,0,0,0,0,0,6,354,68,17,0,89,102,541,30,9,0,0,7,7,50,115,20,0,0,20,6,148,70,23,3,0,23,16,108,53,12,0,0,12,34,104,52,5,3,0,12,20,77,49,9,0,0,9,22,78,21,0,0,0,0,11,34,12,0,0,0,0,0,10,4,0,0,0
