SA2_CODE_2021,Uses_Engl_only_C11_M,Uses_Engl_only_C11_F,Uses_Engl_only_C11_P,Uses_Engl_only_C16_M,Uses_Engl_only_C16_F,Uses_Engl_only_C16_P,Uses_Engl_only_C21_M,Uses_Engl_only_C21_F,Uses_Engl_only_C21_P,UOL_Arabic_C11_M,UOL_Arabic_C11_F,UOL_Arabic_C11_P,UOL_Arabic_C16_M,UOL_Arabic_C16_F,UOL_Arabic_C16_P,UOL_Arabic_C21_M,UOL_Arabic_C21_F,UOL_Arabic_C21_P,UOL_Aus_In_La_C11_M,UOL_Aus_In_La_C11_F,UOL_Aus_In_La_C11_P,UOL_Aus_In_La_C16_M,UOL_Aus_In_La_C16_F,UOL_Aus_In_La_C16_P,UOL_Aus_In_La_C21_M,UOL_Aus_In_La_C21_F,UOL_Aus_In_La_C21_P,UOL_Bengali_C11_M,UOL_Bengali_C11_F,UOL_Bengali_C11_P,UOL_Bengali_C16_M,UOL_Bengali_C16_F,UOL_Bengali_C16_P,UOL_Bengali_C21_M,UOL_Bengali_C21_F,UOL_Bengali_C21_P,UOL_Canton_C11_M,UOL_Canton_C11_F,UOL_Canton_C11_P,UOL_Canton_C16_M,UOL_Canton_C16_F,UOL_Canton_C16_P,UOL_Canton_C21_M,UOL_Canton_C21_F,UOL_Canton_C21_P,UOL_Mandar_C11_M,UOL_Mandar_C11_F,UOL_Mandar_C11_P,UOL_Mandar_C16_M,UOL_Mandar_C16_F,UOL_Mandar_C16_P,UOL_Mandar_C21_M,UOL_Mandar_C21_F,UOL_Mandar_C21_P,UOL_CL_Oth_C11_M,UOL_CL_Oth_C11_F,UOL_CL_Oth_C11_P,UOL_CL_Oth_C16_M,UOL_CL_Oth_C16_F,UOL_CL_Oth_C16_P,UOL_CL_Oth_C21_M,UOL_CL_Oth_C21_F,UOL_CL_Oth_C21_P,UOL_CL_Tot_C11_M,UOL_CL_Tot_C11_F,UOL_CL_Tot_C11_P,UOL_CL_Tot_C16_M,UOL_CL_Tot_C16_F,UOL_CL_Tot_C16_P,UOL_CL_Tot_C21_M,UOL_CL_Tot_C21_F,UOL_CL_Tot_C21_P,UOL_Croatian_C11_M,UOL_Croatian_C11_F,UOL_Croatian_C11_P,UOL_Croatian_C16_M,UOL_Croatian_C16_F,UOL_Croatian_C16_P,UOL_Croatian_C21_M,UOL_Croatian_C21_F,UOL_Croatian_C21_P,UOL_Filipino_C11_M,UOL_Filipino_C11_F,UOL_Filipino_C11_P,UOL_Filipino_C16_M,UOL_Filipino_C16_F,UOL_Filipino_C16_P,UOL_Filipino_C21_M,UOL_Filipino_C21_F,UOL_Filipino_C21_P,UOL_French_C11_M,UOL_French_C11_F,UOL_French_C11_P,UOL_French_C16_M,UOL_French_C16_F,UOL_French_C16_P,UOL_French_C21_M,UOL_French_C21_F,UOL_French_C21_P,UOL_German_C11_M,UOL_German_C11_F,UOL_German_C11_P,UOL_German_C16_M,UOL_German_C16_F,UOL_German_C16_P,UOL_German_C21_M,UOL_German_C21_F,UOL_German_C21_P,UOL_Gre_C11_M,UOL_Gre_C11_F,UOL_Gre_C11_P,UOL_Gre_C16_M,UOL_Gre_C16_F,UOL_Gre_C16_P,UOL_Gre_C21_M,UOL_Gre_C21_F,UOL_Gre_C21_P,UOL_Gujarati_C11_M,UOL_Gujarati_C11_F,UOL_Gujarati_C11_P,UOL_Gujarati_C16_M,UOL_Gujarati_C16_F,UOL_Gujarati_C16_P,UOL_Gujarati_C21_M,UOL_Gujarati_C21_F,UOL_Gujarati_C21_P,UOL_Hindi_C11_M,UOL_Hindi_C11_F,UOL_Hindi_C11_P,UOL_Hindi_C16_M,UOL_Hindi_C16_F,UOL_Hindi_C16_P,UOL_Hindi_C21_M,UOL_Hindi_C21_F,UOL_Hindi_C21_P,UOL_Indon_C11_M,UOL_Indon_C11_F,UOL_Indon_C11_P,UOL_Indon_C16_M,UOL_Indon_C16_F,UOL_Indon_C16_P,UOL_Indon_C21_M,UOL_Indon_C21_F,UOL_Indon_C21_P,UOL_Italian_C11_M,UOL_Italian_C11_F,UOL_Italian_C11_P,UOL_Italian_C16_M,UOL_Italian_C16_F,UOL_Italian_C16_P,UOL_Italian_C21_M,UOL_Italian_C21_F,UOL_Italian_C21_P,UOL_Japanes_C11_M,UOL_Japanes_C11_F,UOL_Japanes_C11_P,UOL_Japanes_C16_M,UOL_Japanes_C16_F,UOL_Japanes_C16_P,UOL_Japanes_C21_M,UOL_Japanes_C21_F,UOL_Japanes_C21_P,UOL_Korean_C11_M,UOL_Korean_C11_F,UOL_Korean_C11_P,UOL_Korean_C16_M,UOL_Korean_C16_F,UOL_Korean_C16_P,UOL_Korean_C21_M,UOL_Korean_C21_F,UOL_Korean_C21_P,UOL_Mac_C11_M,UOL_Mac_C11_F,UOL_Mac_C11_P,UOL_Mac_C16_M,UOL_Mac_C16_F,UOL_Mac_C16_P,UOL_Mac_C21_M,UOL_Mac_C21_F,UOL_Mac_C21_P,UOL_Malayalam_C11_M,UOL_Malayalam_C11_F,UOL_Malayalam_C11_P,UOL_Malayalam_C16_M,UOL_Malayalam_C16_F,UOL_Malayalam_C16_P,UOL_Malayalam_C21_M,UOL_Malayalam_C21_F,UOL_Malayalam_C21_P,UOL_Nepali_C11_M,UOL_Nepali_C11_F,UOL_Nepali_C11_P,UOL_Nepali_C16_M,UOL_Nepali_C16_F,UOL_Nepali_C16_P,UOL_Nepali_C21_M,UOL_Nepali_C21_F,UOL_Nepali_C21_P,UOL_Pe_ex_Da_C11_M,UOL_Pe_ex_Da_C11_F
801041122,0,0,0,0,0,0,473,435,904,0,0,0,0,0,0,10,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,97,0,0,0,0,0,0,19,20,37,0,0,0,0,0,0,129,137,262,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,148,152,304,0,0,0,0,0,0,8,8,23,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,14,16,27,0,0,0,0,0,0,42,45,82,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,36,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,19,22,37,0,0,0,0,0,0,35,40,78,0,0
801051049,442,483,931,515,556,1072,771,1009,1780,4,0,7,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,17,14,29,14,7,24,6,9,19,50,38,84,24,42,60,16,15,36,178,175,352,156,197,354,84,106,187,14,7,22,13,6,26,8,0,7,237,221,458,192,244,437,112,126,236,0,0,0,0,0,5,0,0,0,6,5,17,3,7,11,0,6,4,3,0,4,4,4,12,8,8,11,5,6,9,3,5,9,9,9,11,0,0,0,0,0,8,0,3,3,0,4,4,0,0,0,5,0,4,12,7,22,25,21,46,22,17,36,13,31,43,25,25,53,14,6,21,5,0,5,0,6,11,6,6,11,9,11,24,9,12,20,8,3,12,20,17,42,5,14,21,8,6,12,0,0,0,0,0,0,0,0,0,0,0,7,6,3,5,0,4,11,0,0,4,0,5,5,0,0,0,13,5
801051050,1958,2189,4140,1932,2238,4168,2148,2362,4514,11,7,20,3,9,16,5,7,5,5,4,7,0,5,12,5,4,6,0,0,0,0,0,0,0,3,10,8,18,23,7,11,22,7,15,20,26,31,60,32,51,75,27,41,69,0,5,5,3,0,8,0,0,0,43,46,83,45,62,102,32,51,85,7,10,17,7,15,18,13,10,22,0,4,4,0,3,7,0,7,3,10,18,35,20,31,47,10,17,26,25,21,45,10,19,32,15,16,34,13,27,43,9,19,29,9,25,38,0,0,0,0,0,0,0,0,4,0,0,3,4,3,11,8,3,9,5,3,17,15,5,21,5,3,9,25,24,57,24,36,61,26,27,55,6,15,18,0,8,14,3,7,12,0,0,7,3,5,6,5,7,10,10,6,13,5,0,6,5,4,16,0,0,0,0,0,0,0,0,0,7,3,9,3,5,5,0,0,0,0,3
801051051,1457,1340,2795,1806,1676,3486,2237,2141,4376,19,19,44,9,12,25,14,14,33,0,0,0,0,5,5,0,3,4,8,11,22,8,7,17,10,7,17,31,41,73,45,45,86,49,64,114,108,121,231,160,198,359,227,289,514,9,25,34,14,15,32,0,9,10,154,191,343,217,261,482,280,362,636,4,9,13,11,6,19,10,7,23,4,3,8,6,10,16,13,12,19,15,14,26,12,19,34,15,31,48,14,11,26,14,20,38,24,19,47,17,14,30,13,8,23,7,5,17,0,0,3,0,6,6,4,6,11,21,13,36,36,23,61,35,39,73,11,17,32,18,24,42,3,21,26,4,13,20,17,7,28,23,16,39,16,14,24,19,18,33,13,12,25,23,29,51,51,51,98,36,37,78,0,0,0,0,0,0,8,6,13,0,5,3,4,0,4,9,3,14,8,0,12,23,18,35,13,10,22,10,5
801051053,717,582,1302,1057,930,1986,1310,1147,2457,15,15,31,14,23,38,23,17,36,0,0,0,4,0,4,0,0,0,10,8,12,16,21,34,8,22,33,74,78,145,83,95,177,59,66,127,207,280,484,406,570,978,371,465,837,30,48,80,30,51,78,11,22,28,309,398,711,525,717,1240,440,549,995,5,3,4,0,0,0,4,0,3,0,5,9,4,7,14,3,6,9,7,4,12,14,15,24,12,15,30,3,9,13,9,3,15,16,13,29,11,9,17,9,8,18,11,8,20,5,0,7,0,0,0,5,7,13,15,19,35,35,24,53,32,33,64,10,15,32,17,11,29,13,15,29,7,3,13,10,8,15,15,8,25,7,5,12,14,7,17,14,8,20,31,52,86,41,49,88,39,52,97,0,0,0,3,4,9,0,0,0,0,0,3,6,0,3,5,9,20,0,4,5,0,0,0,9,12,22,6,5
801051054,811,806,1620,746,773,1516,1137,1195,2329,7,9,13,10,8,21,8,3,13,0,0,0,0,0,0,0,0,0,6,3,3,0,4,6,3,3,7,18,16,30,12,3,17,28,19,49,37,28,67,50,46,92,104,107,216,8,3,13,4,7,14,3,11,14,54,55,103,63,53,119,141,138,278,13,4,21,5,0,9,11,3,10,0,0,0,6,3,8,0,0,5,6,0,11,0,6,5,12,12,24,7,15,17,11,18,27,9,12,23,7,18,26,7,8,19,8,6,15,0,0,0,5,0,5,0,3,4,4,7,8,4,0,4,9,9,15,3,19,23,11,9,17,13,11,24,9,10,17,13,14,28,11,11,24,0,0,3,6,4,11,4,10,10,5,6,9,7,7,12,9,14,22,0,0,0,0,4,4,6,4,5,4,0,8,0,3,5,0,4,3,0,0,0,3,6,11,18,14,35,0,0
801051055,1326,1375,2697,1292,1322,2621,1496,1618,3114,0,0,0,13,5,13,13,11,25,0,0,0,0,0,4,0,0,0,5,8,10,0,4,9,11,6,18,14,6,22,11,21,30,19,19,35,48,58,106,60,71,126,63,63,129,5,4,10,8,4,12,8,0,8,65,69,131,71,95,172,87,86,170,5,6,13,4,0,6,11,8,17,5,4,8,0,0,0,8,9,9,5,13,18,13,12,21,13,14,25,15,12,26,3,16,18,5,11,22,33,32,66,30,28,61,28,24,45,0,0,3,0,0,0,3,0,6,9,0,15,13,6,21,20,10,27,6,6,7,18,18,39,12,6,19,26,25,54,24,19,41,15,18,30,5,5,8,0,8,12,3,11,14,4,15,18,6,8,14,9,16,25,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,9,6,0,6,18,13,37,0,0
801051056,1159,1291,2452,1165,1260,2426,1299,1389,2694,0,0,0,7,3,11,6,4,10,0,4,7,0,0,0,5,6,14,3,4,12,4,0,3,9,3,15,0,0,0,9,4,12,3,4,10,11,14,22,21,15,29,11,13,23,0,0,0,0,0,3,0,0,0,18,16,30,21,20,46,20,19,35,3,3,4,0,5,8,0,5,4,0,0,3,0,0,0,0,3,3,11,12,26,16,12,18,20,22,41,13,29,42,21,17,39,9,10,21,25,30,53,15,31,48,19,29,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,6,3,6,12,8,24,4,4,12,14,15,31,13,14,26,8,16,19,0,4,7,6,8,13,8,6,11,0,4,10,3,6,5,5,4,12,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,5,5
801051057,1508,1715,3227,1705,1777,3477,1876,1981,3856,0,0,0,16,12,29,11,11,25,0,0,0,0,0,0,0,0,5,4,10,12,11,15,28,15,15,33,23,25,47,29,33,68,24,35,55,33,36,72,75,91,169,90,139,225,0,7,11,5,7,10,3,8,7,53,72,126,107,131,244,114,176,290,21,16,42,27,26,51,16,16,36,0,0,0,3,10,17,0,6,10,8,6,14,14,13,27,15,19,31,15,12,30,10,20,28,18,21,42,21,14,44,9,17,33,18,26,45,3,0,3,5,3,6,4,4,10,11,9,21,27,26,51,27,32,62,5,5,8,10,15,24,20,26,44,18,21,43,24,26,51,22,23,47,5,7,13,6,8,18,9,6,17,15,15,31,27,27,48,13,20,35,0,0,0,5,3,6,0,3,7,4,4,6,5,6,12,4,0,8,0,6,0,10,7,12,37,41,74,6,9
801051058,2035,2189,4223,2076,2167,4248,2344,2393,4732,6,0,11,22,8,28,20,13,38,0,0,0,0,0,0,0,0,0,3,0,5,3,10,17,4,4,3,4,5,15,12,5,18,16,16,31,23,45,68,45,47,98,57,63,120,9,3,15,13,7,18,4,3,8,41,61,98,68,67,132,79,82,160,4,13,18,11,14,23,18,16,38,0,5,7,0,3,3,0,0,3,18,20,42,21,24,47,15,20,36,25,30,59,25,41,69,20,39,53,14,10,31,12,16,30,17,20,38,0,0,0,0,0,0,0,0,0,9,7,15,9,3,17,8,7,19,3,6,11,20,19,37,11,7,23,21,21,45,18,18,36,18,18,37,7,8,19,7,10,25,4,9,17,8,7,19,11,14,21,15,11,28,9,8,14,8,3,10,9,5,13,0,0,0,0,0,0,9,5,9,0,0,0,4,0,7,18,13,28,3,9
801051060,1330,1211,2540,1291,1253,2549,1540,1662,3195,18,5,24,16,10,33,15,18,27,0,0,0,0,0,0,0,4,4,5,3,5,13,14,22,11,10,16,23,33,53,15,32,47,24,44,67,51,60,112,100,121,222,115,149,263,4,8,16,7,9,20,6,3,11,82,98,179,122,169,289,144,195,339,9,9,13,8,6,9,5,9,15,0,9,5,9,8,13,4,13,17,11,6,18,12,12,31,13,16,30,15,8,18,10,9,24,16,9,25,13,5,10,7,3,12,8,5,14,0,0,0,0,0,3,3,0,3,20,15,29,27,19,42,29,26,61,6,0,11,8,16,23,9,10,15,11,13,22,18,16,28,11,13,26,0,13,16,0,10,13,8,9,21,4,26,31,23,25,46,19,17,39,0,0,5,0,4,4,0,0,0,0,0,0,5,4,10,5,0,9,0,4,5,22,11,34,5,8,18,5,8
801051061,1972,2010,3979,2120,2227,4350,2498,2663,5160,5,8,10,12,4,19,4,0,5,0,0,3,0,0,0,5,0,4,4,3,10,5,7,16,9,8,11,24,15,44,18,19,30,29,18,48,38,54,90,39,40,83,63,80,147,7,6,4,3,0,6,0,0,5,63,73,139,59,61,119,94,98,197,3,11,20,5,10,10,11,10,24,9,3,15,7,16,20,4,10,17,12,12,22,20,26,47,23,24,46,24,28,54,27,29,57,24,29,58,23,21,46,29,24,49,22,23,39,0,0,0,0,4,8,3,3,7,24,24,46,22,25,43,29,15,36,8,11,21,19,23,38,11,12,27,25,31,55,23,32,50,16,26,44,7,21,23,9,15,16,7,13,23,31,25,55,19,31,49,8,18,32,0,0,0,0,0,0,3,0,4,4,9,12,0,3,3,0,0,0,6,3,10,14,9,27,39,33,71,4,9
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,1370,1303,2677,1241,1294,2531,1824,1842,3670,9,0,7,4,0,5,5,0,9,3,0,3,0,0,0,0,0,0,16,0,16,5,6,4,8,8,18,5,10,14,6,7,13,15,15,32,23,20,39,39,39,77,38,53,87,3,4,7,5,7,10,0,0,0,29,31,63,51,53,99,62,68,125,9,0,8,5,3,13,4,0,6,0,0,4,0,0,0,0,0,0,17,18,30,17,17,34,23,32,56,12,16,29,10,11,24,20,18,34,14,25,39,12,22,33,13,19,35,0,0,0,0,0,0,0,0,0,4,3,9,6,0,5,7,3,13,14,4,16,4,3,9,4,4,10,10,12,23,13,12,33,11,15,22,0,4,3,6,9,13,4,10,19,4,0,3,0,8,9,5,10,11,3,9,7,9,6,14,3,9,15,0,0,0,3,3,7,4,0,8,0,0,0,0,4,4,6,13,17,3,4
801051125,1121,407,1531,1064,444,1510,951,478,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,11,4,21,14,3,21,0,0,0,0,0,0,0,0,0,5,3,7,15,11,24,20,3,20,0,3,3,4,0,4,0,0,0,0,0,3,0,4,3,10,3,10,8,0,6,6,0,3,9,0,6,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,4,4,0,0,0,3,0,3,0,0,0,8,0,8,8,0,9,5,5,10,0,3,4,0,0,3,3,0,4,0,0,0,3,0,3,0,0,0,0,0,3,4,0,4,0,0,6,4,6,3,8,0,9,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,577,547,1125,588,515,1104,601,549,1144,8,7,16,6,3,4,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,3,8,0,8,10,0,10,13,5,11,13,11,13,25,31,30,57,20,12,31,0,0,0,3,0,6,0,0,0,13,19,35,32,41,75,28,21,44,0,4,4,4,0,7,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,4,4,14,8,9,14,5,3,5,4,4,4,4,0,6,16,5,21,12,5,13,4,9,13,0,0,0,0,0,0,0,0,0,5,0,6,7,0,6,6,5,17,3,0,6,4,7,8,0,3,3,3,3,6,4,4,10,5,0,7,3,7,9,3,3,5,5,0,4,9,7,17,13,9,21,19,16,36,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,9,3,8,0,4
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,1040,1277,2316,1054,1238,2296,1123,1322,2449,12,10,23,6,12,15,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,17,6,26,26,5,15,20,4,10,16,17,40,54,32,31,60,4,4,10,4,3,10,3,3,3,14,30,48,23,70,93,39,45,90,6,13,17,13,12,26,11,7,20,0,0,0,0,3,6,4,0,3,7,8,15,12,10,22,7,9,21,4,11,17,13,8,23,8,8,16,17,23,37,15,16,28,19,24,42,0,0,0,0,0,0,0,0,0,4,6,12,12,21,29,22,17,36,3,0,3,0,4,4,6,9,12,13,26,40,15,23,31,13,15,27,4,4,6,9,9,18,4,3,9,3,8,8,4,0,5,0,0,5,0,0,0,0,0,0,0,6,3,7,4,14,9,9,14,4,3,12,3,3,4,0,0,0,9,7,16,0,0
801061063,589,579,1165,565,629,1197,682,737,1421,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,3,7,3,3,12,6,4,8,10,11,16,7,8,17,15,23,39,16,24,45,0,0,0,0,0,0,6,0,4,13,16,25,20,25,49,29,32,59,4,0,6,0,5,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,5,15,7,15,10,8,24,5,0,3,6,0,6,0,0,4,16,15,28,12,17,33,19,19,38,0,0,4,0,0,0,0,3,4,7,9,15,6,10,15,3,9,20,4,4,4,0,0,0,0,0,0,12,11,18,20,21,37,21,22,45,9,6,12,0,0,0,4,3,7,6,3,13,0,0,0,0,5,6,0,0,0,5,0,3,0,3,6,5,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,3,7,0,0
801061064,1591,1497,3086,1651,1705,3357,2061,2020,4080,3,0,3,21,15,32,5,13,19,0,0,0,0,0,4,0,3,0,4,7,8,8,6,15,17,12,27,18,25,36,18,24,41,12,33,48,19,22,41,45,45,92,50,73,127,5,3,6,0,5,8,0,9,8,44,50,92,60,78,137,67,114,187,8,4,16,7,13,16,10,6,14,6,0,4,0,0,4,4,5,7,30,31,60,31,43,73,42,63,107,9,10,23,9,18,27,12,16,26,19,12,27,15,9,25,20,14,27,0,0,3,0,0,0,0,4,3,14,0,18,19,12,29,12,16,35,8,4,11,10,20,29,8,9,19,30,35,68,27,21,54,20,34,57,10,14,21,12,17,33,4,13,21,14,15,24,10,16,29,15,15,28,3,3,6,6,6,8,6,3,9,0,4,4,4,0,8,4,7,6,3,0,3,0,0,4,32,32,64,0,4
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,2084,2317,4404,1982,2154,4130,2168,2348,4516,7,11,21,21,16,39,44,26,70,3,5,13,5,3,14,0,4,9,12,11,17,16,11,24,23,5,27,17,20,30,11,24,29,17,18,36,30,34,67,48,51,99,63,66,123,0,0,0,3,7,13,5,6,10,43,56,100,63,83,147,81,86,171,24,21,44,10,17,28,7,16,25,0,5,5,5,9,13,6,16,25,43,57,103,66,80,139,53,64,113,20,21,45,20,25,46,15,20,36,25,25,43,14,22,38,27,22,54,0,0,4,5,3,8,3,0,9,13,19,32,14,20,34,28,34,58,3,6,7,7,8,13,11,12,19,46,46,89,43,37,85,27,32,59,20,18,38,28,17,49,29,24,51,19,13,32,19,26,45,14,14,28,4,9,15,9,3,8,3,7,9,11,5,14,0,4,9,3,0,10,0,0,0,6,3,8,54,38,89,8,11
801061068,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,1292,1224,2521,1182,1079,2258,1178,1137,2314,13,4,19,16,17,28,8,9,15,0,0,0,0,0,0,0,0,0,0,0,6,6,3,8,8,9,16,17,12,33,14,16,31,17,22,38,19,29,53,45,39,84,46,51,99,11,0,11,0,0,3,0,7,3,43,50,87,55,58,116,67,76,141,5,4,4,11,17,22,3,7,13,0,5,5,3,4,6,6,3,4,22,19,45,20,27,55,28,40,67,6,7,17,18,17,31,5,9,18,33,30,63,36,30,63,29,25,58,0,0,0,0,0,0,0,0,0,3,13,18,12,18,34,24,19,45,0,3,3,0,0,3,8,12,17,35,40,76,25,27,51,15,23,40,0,0,0,3,3,8,9,5,13,15,7,23,5,3,9,5,6,10,3,4,6,6,3,5,11,9,17,0,4,9,10,5,13,5,3,4,0,0,0,0,0,0,5,7,14,6,7
801061070,1182,1277,2467,1097,1202,2304,1202,1268,2475,0,0,0,6,3,10,4,3,11,0,0,0,0,0,0,0,6,4,0,0,0,4,7,10,6,9,9,10,8,17,6,3,7,4,6,14,7,9,16,17,25,44,38,40,71,0,0,0,3,0,4,0,0,6,21,16,34,24,37,56,43,46,92,13,6,17,5,7,12,14,10,19,0,0,5,5,0,0,0,3,4,12,9,21,13,14,23,13,9,18,12,12,23,17,7,27,3,9,11,4,10,20,12,16,32,8,11,19,4,4,8,8,7,12,4,3,11,10,11,20,3,10,13,21,22,44,0,0,7,5,9,9,3,3,10,24,23,47,24,28,54,19,27,49,3,0,8,0,3,4,0,4,4,11,10,10,4,4,10,4,8,11,9,8,11,3,4,7,10,7,11,0,0,3,4,4,7,4,0,3,3,0,4,0,0,0,0,0,0,9,4
801061129,417,426,841,533,516,1049,697,683,1384,0,7,7,4,8,7,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,6,7,9,7,5,9,0,5,8,9,13,22,26,24,43,24,29,52,0,0,4,0,0,0,0,3,5,11,17,33,35,21,61,25,35,60,0,0,6,0,4,4,5,4,5,0,0,0,0,0,3,0,0,6,11,11,26,23,23,47,4,18,24,4,7,7,0,0,3,5,7,13,6,10,16,8,9,12,19,12,30,0,0,0,0,0,0,0,0,0,4,5,11,8,6,9,4,12,15,4,7,7,6,4,10,6,9,10,0,5,5,8,5,14,7,3,9,0,0,0,0,3,8,0,4,5,8,8,14,8,3,13,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
