SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,345,521,198,22,1087,399,97,45,1636,37,14,18,0,66,71,7,4,152,10,14,11,0,35,37,3,0,81,45,25,26,0,99,113,14,3,228,98,37,44,6,174,162,55,15,414,0,0,8,0,13,43,3,0,60,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,3,98,42,42,8,188,210,59,22,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,582,273,33,1379,719,166,69,2338,334,564,206,13,1119,382,47,99,1645,25,21,10,0,55,41,4,16,104,22,23,15,0,55,28,8,8,103,45,45,26,0,114,70,12,20,208,108,52,34,3,200,180,23,33,433,4,3,0,0,12,44,3,22,84,0,0
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,220,354,66,7,651,120,25,23,814,0,5,0,0,6,29,0,0,38,8,25,24,0,64,27,0,7,99,19,29,24,0,69,56,0,10,138,24,9,8,0,38,48,11,6,104,14,9,14,0,32,33,6,8,85,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,3,0,0,3,0,0,0,3,40,21,14,0,76,83,16,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,407,106,13,791,258,46,51,1154,201,358,63,0,626,110,15,28,780,7,0,0,0,9,24,0,3,40,21,26,23,0,73,16,4,17,112,30,27,21,0,77,42,4,27,148,13,9,18,3,44,57,8,24,130,10,0,3,0,16,30,0,16,61,0,0
801061070,267,291,64,3,625,172,48,26,866,35,15,8,0,56,43,7,3,110,69,29,15,0,112,35,10,7,160,104,45,21,0,172,75,7,15,273,0,0,0,0,4,24,3,0,29,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,5,4,0,0,0,5,25,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,331,88,9,799,271,59,44,1176,252,249,63,3,568,138,22,37,762,32,13,3,0,47,44,0,8,98,101,47,18,0,169,67,3,19,258,132,63,21,0,212,107,3,31,353,17,8,0,0,20,19,0,3,43,0,0,0,0,0,3,0,0,3,9,0
801061129,20,27,5,0,53,7,0,5,67,0,0,0,0,0,0,0,0,3,3,5,0,0,9,3,0,0,21,10,5,0,0,13,7,0,6,24,0,0,0,0,0,4,0,0,8,53,16,4,0,69,56,14,23,154,104,19,6,0,135,126,12,100,374,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,158,34,11,0,207,186,31,115,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,66,19,0,272,198,37,126,630,18,24,8,0,43,3,3,0,53,4,0,0,0,4,6,0,0,8,5,3,0,0,7,8,4,0,14,9,0,0,0,10,8,4,0,22,6,3,0,0,9,8,0,0,22,40,8,0,0,52,33,9,6,99,162,49
801061130,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,9,0,0,0,10,0,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,19,28,19,0,68,25,3,4,107,10,3,4,0,19,7,0,3,27,42,21,6,0,67,13,17,4,108,50,26,11,0,90,25,17,10,133,41,15,15,0,69,50,23,26,175,191,46,22,9,262,238,131,80,711,143,30,13,0,186,150,54,76,466,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,372,91,45,10,515,441,211,185,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,147,77,8,671,490,227,205,1597,13,19,17,0,44,22,9,4,82,9,7,6,0,18,11,0,0,22,54,36,10,0,105,44,13,9,163,64,40,12,0,123,48,13,11,192,10,7,0,0,17,13,5,0,33,176,63,21,9,271,267,107,43,686,419,92
801071071,318,681,193,13,1195,208,29,73,1496,41,52,33,0,125,55,11,16,202,4,10,4,0,22,10,0,0,28,45,64,39,0,145,63,11,14,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,360,746,230,13,1349,275,33,80,1736,312,633,164,18,1126,195,15,38,1376,56,65,46,4,176,78,11,19,278,0,12,4,0,23,5,0,5,28,55,76,53,4,197,88,11,18,310,8,11,5,0,24,25,0,0,55,0,0,0,0,0,0,0,0,0,0,0
801071072,170,397,109,10,680,89,28,16,811,64,56,45,4,163,103,11,3,283,42,44,51,9,147,39,27,4,215,108,104,93,10,314,140,37,6,493,3,0,4,0,6,0,6,0,15,15,6,12,4,31,41,6,0,85,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,19,13,14,4,41,44,14,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,508,214,21,1035,274,74,30,1410,249,408,136,12,797,189,22,23,1029,20,12,16,0,41,53,5,0,99,56,76,54,8,185,85,23,5,311,76,81,72,5,227,144,29,7,412,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,0,9,0,0
801071073,396,807,218,23,1443,244,48,34,1769,20,24,17,0,65,60,10,6,138,9,7,0,0,11,9,0,0,16,29,26,20,0,79,64,10,6,153,19,17,20,3,62,49,4,6,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,10,0,0,0,10,0,0,0,8,25,16,23,3,69,52,4,6,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,854,261,21,1583,360,65,42,2047,464,741,187,15,1409,262,33,77,1772,45,35,33,3,120,92,6,13,226,0,3,0,0,5,4,0,0,13,47,43,40,3,124,90,5,13,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071074,397,741,265,14,1420,266,45,31,1757,16,7,5,0,27,25,0,0,48,0,0,0,0,0,0,0,0,0,16,7,5,0,27,25,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,745,274,18,1448,290,44,31,1808,449,683,225,10,1361,311,46,58,1780,3,8,8,0,20,21,0,4,44,3,0,0,0,8,15,0,3,25,11,8,10,0,25,35,0,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071075,299,788,165,10,1265,151,31,35,1477,53,29,30,3,115,94,11,12,228,15,13,7,0,34,4,0,0,37,68,40,38,3,145,94,11,12,258,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,362,832,204,18,1418,242,40,42,1740,290,704,159,9,1167,151,17,61,1401,28,31,27,5,85,71,3,11,168,17,19,6,0,41,10,0,3,53,45,48,32,5,126,82,3,15,225,31,20,13,0,69,51,4,0,128,0,0,0,0,0,0,0,0,0,0,0
801071076,302,492,85,3,879,104,14,16,1013,0,0,0,0,0,0,0,0,0,8,0,0,0,13,7,0,0,26,8,0,0,0,13,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,487,82,3,895,115,11,17,1039,319,438,71,6,835,138,14,25,1006,0,0,0,0,0,0,0,0,0,5,3,0,0,11,5,0,0,17,5,3,0,0,11,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071077,191,400,147,16,756,126,20,6,912,4,5,7,0,15,9,0,0,25,3,9,5,0,10,5,0,0,15,10,4,10,0,27,15,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,409,156,16,786,138,24,8,958,224,357,106,9,699,135,17,28,880,10,4,6,0,29,14,4,3,52,7,3,4,0,12,0,0,0,14,21,13,12,0,41,20,6,7,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071078,526,1054,254,19,1850,308,47,84,2292,97,41,71,5,210,156,10,21,400,16,14,10,0,42,15,0,7,62,113,55,79,10,254,169,13,22,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,1110,332,25,2109,481,56,106,2753,494,875,236,17,1625,235,36,55,1948,154,118,129,16,415,270,17,29,731,11,22,16,4,43,21,0,7,72,165,135,141,18,454,294,20,35,806,5,0,7,0,9,32,0,4,43,0,0,0,0,0,0,0,0,0,0,0
801071079,279,423,159,13,880,160,24,41,1108,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,428,159,13,889,165,24,42,1115,307,405,142,12,864,158,14,33,1072,0,3,0,0,3,0,0,0,7,0,0,4,0,5,3,0,0,10,0,5,4,0,8,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071080,28,13,8,0,54,29,6,0,80,64,39,29,4,138,90,12,3,246,41,26,24,0,89,29,14,0,133,105,65,52,9,232,123,28,8,382,0,0,0,0,3,5,0,0,9,47,18,13,0,78,60,25,14,177,29,4,0,0,34,27,9,3,71,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,74,17,20,5,115,93,29,17,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,97,79,5,397,237,62,20,718,18,9,8,0,29,15,0,0,49,77,26,36,0,135,98,15,4,253,52,62,24,3,135,44,13,8,204,123,91,58,0,271,144,25,15,453,0,0,5,0,7,13,0,0,24,26,32,17,0,77,33,9,12,130,70,30
801071081,287,518,173,16,988,191,37,34,1254,58,55,40,0,158,67,15,3,244,0,0,0,0,3,0,0,0,3,58,53,47,0,158,67,15,3,245,0,3,5,0,11,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,7,0,3,5,0,11,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,576,216,19,1163,262,47,41,1514,286,522,135,13,952,186,24,47,1210,54,68,58,3,178,104,11,18,307,0,0,0,0,0,0,0,0,0,52,68,58,3,178,104,11,18,310,32,0,0,0,32,47,0,24,105,0,0,0,0,0,0,0,0,0,0,0
801071082,1443,1894,637,59,4032,856,131,101,5124,84,52,47,7,191,205,27,20,443,27,13,17,4,57,36,4,0,105,109,63,70,12,251,239,29,24,547,9,5,16,0,32,44,0,0,74,0,0,0,0,3,14,0,4,23,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4,0,0,0,4,6,0,0,11,16,5,12,0,39,62,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,1966,713,70,4318,1163,167,130,5784,1346,1764,553,52,3718,828,114,197,4860,98,68,92,5,265,252,17,33,569,8,15,22,5,50,49,5,5,113,105,89,114,12,317,303,25,39,683,12,5,6,0,18,55,0,6,76,0,0,0,0,0,14,0,8,23,0,0
801071083,125,236,46,7,418,46,5,13,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,236,46,7,418,46,5,13,479,130,228,38,6,406,50,0,21,474,9,0,3,0,8,5,0,0,14,0,0,0,0,0,0,0,0,0,9,0,3,0,8,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071084,416,677,182,18,1286,210,40,29,1564,91,31,22,5,148,162,6,6,328,26,14,19,0,66,21,5,3,94,125,42,42,4,216,189,14,9,427,3,0,8,0,13,18,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,8,0,13,16,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,722,236,16,1515,419,52,33,2024,450,617,193,14,1274,278,34,41,1628,82,31,15,6,124,190,3,31,348,11,18,16,0,49,33,7,9,95,92,47,37,0,179,221,4,37,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,117,238,94,13,461,70,11,14,550,15,12,6,0,37,28,5,0,69,0,0,0,0,0,0,0,0,0,15,12,6,0,37,28,5,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,249,103,14,496,98,15,11,619,149,211,74,7,440,96,13,17,563,15,3,9,0,28,17,0,0,48,0,0,0,0,0,0,0,0,0,15,3,9,0,28,17,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071087,259,410,178,7,854,159,27,37,1082,7,3,6,0,15,10,0,0,25,0,0,0,0,4,0,0,0,4,5,3,8,0,21,10,0,0,29,3,0,3,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,3,0,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,410,191,10,883,173,27,37,1118,246,368,175,11,805,186,27,32,1049,3,0,10,0,19,13,0,0,32,0,4,0,0,9,6,0,0,11,3,7,11,0,25,16,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
