SA2_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
801041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051049,0,38,31,8,0,0,0,0,0,78,0,10,26,3,0,0,0,0,0,39,0,7,32,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,9,4,0,0,0,0,0,0,13,0,4,3,0,0,0,0,0,0,8,0,24,22,0,0,0,0,0,0,53,0,31,70,16,6,0,0,0,0,123,6,9,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,23,41,23,4,0,0,0,0,0,84,33,176,222,33,11,8,0,0,0,479,0,28,59,0,0,0,0,0,0,96,0,13,8,0,0,0,0,0,0,21,0,10,33,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,7
801051050,0,6,17,26,35,20,10,6,0,123,0,4,20,30,32,12,0,0,0,100,4,10,35,33,21,20,13,14,7,157,0,3,11,14,16,18,6,16,3,101,0,0,9,12,14,9,0,3,0,48,0,0,7,6,15,8,0,7,0,41,0,5,0,9,11,8,7,0,0,45,0,8,21,37,34,20,9,5,4,128,0,19,60,78,69,57,18,12,0,330,0,10,22,23,21,12,4,0,3,91,0,0,11,5,4,4,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,8,0,26,5,9,21,21,27,21,23,22,21,175,13,83,250,300,308,212,89,88,54,1399,0,5,19,32,23,25,14,3,4,135,0,3,18,20,30,8,6,0,0,92,0,8,25,23,39,25,20,17,10,166,5,3,12,12,18,19,14,5,6,89,0,0,4,9,11,9,3,0,0,39
801051051,0,17,75,24,13,7,3,3,0,139,0,19,85,24,11,4,0,0,0,150,0,29,56,21,17,13,9,0,0,142,0,12,13,7,0,3,3,4,0,41,0,0,16,8,5,0,0,0,0,26,0,5,12,10,5,5,0,0,0,46,0,0,9,5,5,8,5,0,0,28,0,40,117,41,27,16,0,4,0,245,0,42,220,64,35,28,11,6,0,403,0,11,40,9,8,3,0,0,0,72,4,7,16,11,7,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,24,6,6,0,5,0,0,33,10,54,138,53,31,23,22,0,4,330,17,228,818,272,163,112,52,17,5,1696,0,24,71,18,19,12,10,0,0,143,0,20,93,36,32,10,0,0,0,193,0,17,85,24,20,12,10,4,0,176,0,8,23,6,6,5,5,4,3,56,0,5,5,5,0,3,0,0,0,21
801051053,3,17,36,14,4,8,0,0,0,78,0,20,46,16,0,5,0,0,0,82,0,20,27,10,11,10,0,0,4,85,0,0,0,6,3,0,5,0,0,19,0,0,4,0,5,0,0,0,0,3,0,3,12,5,0,5,0,0,0,26,0,0,0,0,4,0,0,0,0,8,3,48,70,22,11,11,5,5,0,178,0,29,76,19,20,12,4,0,0,158,0,8,9,5,0,0,0,0,0,22,0,0,5,4,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,11,0,0,3,4,3,0,0,0,0,10,20,60,58,26,17,14,0,0,7,203,30,211,343,131,82,73,11,14,10,906,5,24,37,8,6,9,7,0,0,104,0,14,53,21,11,7,3,0,0,113,0,33,56,17,13,10,5,0,0,134,0,0,5,4,5,3,0,0,0,26,0,0,7,0,6,0,0,0,0,14
801051054,0,3,21,12,12,9,0,0,0,59,3,8,21,11,8,4,0,0,0,53,0,11,20,16,9,7,0,8,3,69,0,14,7,0,4,4,3,4,0,36,0,0,3,5,0,0,0,0,0,14,0,0,10,5,7,3,0,0,0,18,0,0,4,3,3,0,3,0,0,19,0,13,32,16,14,4,4,0,0,78,0,17,46,33,22,23,12,6,0,151,0,8,16,0,0,4,5,0,0,33,0,0,6,3,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,9,5,5,21,10,13,10,0,6,3,68,8,78,205,113,101,62,34,27,9,634,0,15,16,14,9,12,0,0,0,64,0,5,17,10,9,4,3,0,0,55,0,8,25,19,10,9,5,4,6,77,0,0,9,8,5,6,4,3,0,32,0,0,5,5,3,4,0,0,0,11
801051055,0,4,17,16,17,11,5,0,0,76,3,6,28,15,20,7,0,0,0,73,0,6,26,28,25,13,11,4,4,127,0,4,10,8,15,6,7,12,3,60,0,0,7,15,8,3,0,0,0,38,0,0,10,4,7,0,0,0,0,17,0,0,3,3,8,6,3,0,0,34,0,10,36,33,18,13,9,0,0,117,0,13,51,52,34,25,6,6,0,198,0,0,21,13,10,6,0,0,0,47,0,0,9,6,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,4,0,21,8,7,22,22,9,9,3,14,3,96,12,64,248,219,170,110,56,42,19,926,0,10,24,19,17,10,9,0,0,87,0,5,18,11,16,6,4,0,0,68,0,15,19,23,28,14,6,7,0,119,0,6,17,15,9,8,4,12,4,69,0,3,12,11,8,3,3,4,0,47
801051056,0,5,21,19,19,19,7,6,4,97,0,4,14,10,14,8,5,0,0,50,0,0,18,30,20,13,18,11,8,121,0,6,13,14,12,4,11,7,7,67,0,0,0,4,3,6,5,0,0,22,0,0,0,7,3,0,0,0,0,20,0,0,5,4,8,9,3,5,0,29,0,5,20,37,16,11,10,4,0,98,0,7,29,42,31,38,18,14,4,177,0,3,14,10,9,9,0,0,0,44,0,0,3,4,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,9,3,4,3,9,4,0,3,10,0,38,4,36,143,186,151,116,86,63,14,794,0,0,11,12,15,13,7,9,3,76,0,0,9,21,10,7,0,0,0,55,0,3,15,33,23,15,12,8,5,112,0,0,5,17,11,6,3,8,0,54,0,0,4,9,8,10,0,0,0,30
801051057,0,3,35,25,17,17,11,3,4,114,0,8,45,20,18,7,3,0,0,93,0,13,50,22,32,27,10,14,6,172,0,3,20,11,14,14,13,4,3,84,0,0,8,9,7,6,3,0,0,31,0,0,11,10,6,5,3,0,0,34,0,0,6,4,8,9,6,4,0,38,0,15,47,29,19,30,8,6,4,160,0,20,91,54,46,41,19,9,3,285,0,8,30,11,13,9,0,0,0,70,0,3,10,6,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,3,0,21,13,41,47,30,34,38,21,28,11,258,13,115,405,241,226,204,86,68,35,1384,0,9,45,20,20,16,11,8,4,121,0,5,36,18,20,14,4,0,0,104,0,22,57,30,36,26,23,12,9,220,0,10,21,13,7,15,16,5,3,86,0,0,11,11,5,0,0,5,0,26
801051058,0,14,43,35,42,41,17,5,3,202,0,7,33,35,22,10,0,0,0,109,0,11,34,32,32,19,7,10,3,142,0,3,17,20,22,11,6,9,0,97,0,0,12,13,12,10,0,3,0,42,0,0,12,14,13,12,0,0,0,53,0,0,12,6,9,15,0,3,0,45,0,17,46,66,38,23,0,6,0,192,0,24,98,90,74,63,28,12,3,387,0,14,23,15,17,7,0,0,0,85,0,3,6,3,3,3,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,6,10,3,6,0,0,0,0,32,6,14,32,12,16,7,13,7,4,118,7,111,370,343,306,223,86,54,22,1528,0,15,53,21,32,39,20,7,0,189,0,11,33,29,35,15,6,0,0,129,0,15,39,28,25,17,17,8,6,162,0,4,10,15,18,21,8,7,4,90,0,0,7,8,16,7,0,0,0,46
801051060,0,13,41,23,23,11,6,8,0,127,0,9,54,16,16,7,0,0,0,106,0,3,47,21,15,8,8,0,0,118,0,6,11,9,6,7,4,0,0,40,0,3,11,6,10,0,0,0,0,29,0,0,11,11,3,9,5,0,0,39,0,0,4,3,5,0,4,0,0,27,0,33,85,38,23,27,11,0,0,210,0,33,154,52,37,32,15,14,4,347,0,6,26,10,3,6,0,0,0,51,0,11,14,9,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,3,0,0,17,0,27,56,29,21,12,13,3,6,178,10,157,532,213,168,122,75,32,8,1323,0,20,63,23,10,9,13,7,5,139,0,10,52,32,14,11,0,0,0,120,0,18,48,28,18,18,11,3,4,148,0,0,13,3,8,3,3,0,0,34,0,0,4,0,5,5,3,0,0,15
801051061,0,13,44,35,24,20,6,4,0,151,0,11,69,28,18,7,0,0,0,140,0,11,68,44,47,16,13,20,4,227,0,7,15,24,10,16,9,4,3,91,0,0,7,13,3,4,0,0,0,31,0,3,11,12,4,9,4,0,0,34,0,0,8,15,11,7,3,6,0,52,0,20,60,47,36,25,3,0,0,192,0,13,92,89,56,35,15,4,0,305,0,14,23,14,3,4,0,0,0,63,0,4,13,5,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,5,6,0,0,27,11,16,37,38,17,8,5,12,6,157,15,119,463,370,241,152,68,62,14,1509,0,12,44,39,35,24,10,9,0,168,0,15,57,51,17,12,0,0,0,154,0,12,62,50,42,28,17,15,6,225,0,13,20,20,6,11,4,12,0,92,0,4,12,19,13,6,0,4,0,47
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,10,16,15,20,11,11,12,4,97,0,3,24,10,17,3,0,0,0,59,0,11,38,14,24,20,7,9,3,120,0,4,6,15,6,12,4,8,0,48,0,0,5,0,3,0,10,0,0,21,0,4,0,7,3,10,5,7,0,36,0,0,9,3,4,7,4,4,0,32,0,10,22,35,39,27,7,9,3,159,0,17,56,49,48,60,39,9,4,286,0,16,14,0,7,11,0,0,0,44,0,0,7,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,8,0,5,5,34,3,14,16,32,12,15,13,10,0,108,10,86,208,197,207,185,93,59,26,1063,0,0,21,9,16,19,14,6,7,91,0,3,21,18,16,14,0,0,0,80,0,3,33,27,24,20,11,10,9,124,0,3,6,3,10,4,3,3,3,33,0,0,0,6,0,0,0,0,0,18
801051125,0,20,11,0,0,0,0,0,0,30,12,7,5,0,0,0,0,0,0,25,4,23,11,4,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,3,14,56,26,5,0,0,0,0,0,106,0,41,32,8,3,0,0,0,0,82,0,0,5,0,0,0,0,0,0,11,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,3,4,4,0,0,0,0,19,13,31,8,4,0,0,0,0,0,60,54,203,104,33,12,3,0,0,0,412,0,23,9,3,0,0,0,0,0,32,0,7,6,0,0,0,0,0,0,19,7,24,25,4,5,0,0,0,0,65,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,7,10,0,6,6,12,4,0,32,0,7,13,7,0,3,0,0,0,35,0,3,14,9,13,18,4,5,0,55,0,0,4,3,10,4,3,3,0,23,0,0,5,0,0,0,0,0,0,8,0,0,0,3,9,0,3,0,0,17,0,0,5,5,3,0,0,0,0,9,0,6,13,13,27,14,5,0,0,71,0,8,30,22,34,21,14,4,0,131,0,0,3,5,4,0,0,0,0,27,0,3,10,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,14,20,11,12,8,3,8,0,85,4,44,123,72,115,82,46,21,7,522,0,5,10,5,4,5,6,3,0,33,0,7,12,6,4,11,0,0,0,36,0,3,10,10,14,7,5,0,0,52,0,4,4,3,6,4,3,3,4,31,0,0,4,0,0,4,0,0,0,10
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,5,10,10,4,12,4,3,53,0,0,6,18,10,6,0,0,0,40,0,0,12,11,26,12,14,6,9,88,0,0,8,6,6,7,5,5,3,42,0,0,5,0,0,4,5,0,0,15,0,3,5,15,19,15,11,3,0,66,0,0,0,0,3,7,0,0,0,12,0,0,25,33,35,29,7,4,4,146,0,11,30,25,43,48,24,12,17,213,0,4,12,6,4,0,4,3,0,24,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,23,5,0,9,8,9,11,8,10,0,61,5,24,113,135,169,152,91,62,37,781,0,0,4,7,12,13,17,8,12,71,0,3,4,17,14,10,4,0,0,46,0,5,11,14,16,14,16,15,8,92,0,0,6,12,6,9,8,3,0,49,0,0,5,3,0,3,3,0,0,18
801061063,0,0,0,3,4,9,6,0,0,29,0,3,9,4,3,3,0,0,0,18,0,3,10,0,10,9,3,8,0,46,0,0,3,6,11,8,6,0,0,27,0,0,0,0,8,0,0,0,0,8,0,0,4,12,17,16,4,0,5,67,0,0,4,0,0,7,0,0,0,7,0,3,8,23,26,16,5,0,4,82,0,0,24,19,17,33,19,10,0,129,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,5,8,16,6,3,8,8,5,0,60,5,28,82,80,104,105,53,23,11,494,0,0,7,0,4,0,8,4,5,26,0,0,7,4,0,3,4,0,0,19,0,4,14,6,14,3,10,3,3,59,0,0,4,0,6,5,8,0,0,22,0,0,0,0,0,4,0,0,0,4
801061064,0,4,20,17,21,18,14,7,0,98,5,6,26,15,20,5,0,0,0,76,0,11,33,19,29,29,8,5,9,138,0,0,4,9,18,13,12,10,5,74,0,0,0,0,4,5,0,0,0,17,0,3,8,9,16,17,4,3,3,59,0,0,3,3,5,4,0,0,0,21,0,16,65,43,40,19,8,3,5,204,0,16,103,57,69,68,29,6,0,359,0,3,17,14,7,5,5,0,0,50,0,7,13,4,6,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,7,0,0,0,36,8,12,27,22,33,17,8,8,4,137,16,79,330,213,280,211,96,52,28,1297,0,5,26,15,19,24,18,9,4,122,0,11,26,20,22,17,0,0,0,111,0,5,23,20,32,23,20,11,0,130,0,0,11,12,18,15,14,4,3,80,0,5,3,0,3,6,5,4,0,21
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,8,16,25,27,18,13,0,0,107,0,11,22,21,31,10,3,0,0,93,0,9,40,43,46,36,11,11,10,214,0,6,18,20,28,10,9,3,3,98,0,5,8,13,13,4,3,0,0,40,0,0,13,10,13,10,6,3,0,53,0,0,0,20,13,12,5,0,0,53,0,14,61,57,39,29,10,4,3,220,3,18,76,82,67,60,35,8,6,343,0,14,11,19,9,7,0,0,0,68,0,8,8,10,6,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,8,9,6,3,0,0,0,25,14,11,19,23,24,17,19,29,30,191,18,96,308,351,320,223,109,69,52,1553,0,6,8,20,32,18,16,0,0,102,0,9,27,32,26,18,0,0,0,111,0,4,38,46,54,46,22,10,10,233,0,4,20,20,29,19,7,8,0,111,0,0,0,3,7,8,4,4,0,24
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
